Genres
metal ecuatoriano
metal gotico
metal guitar
metal mineiro
metal paranaense
metalcore
metallic hardcore
metropopolis
mexican classic rock
mexican edm
mexican experimental
mexican hip hop
mexican indie
mexican metal
mexican pop
mexican post-rock
mexican rock
mexican thrash metal
mexican traditional
miami bass
miami hip hop
miami indie
miami metal
michigan folk
michigan indie
microhouse
middle earth
midwest americana
midwest emo
milan indie
milwaukee indie
minimal synth
minimal tech house
minimal techno
minimalism
minneapolis indie
minneapolis metal
minneapolis sound
minnesota hip hop
mississippi hip hop
mississippi indie
missouri indie
mizrahi
mod revival
modern alternative pop
modern alternative rock
modern blues
modern blues rock
modern bollywood
modern cello
modern country rock
modern dream pop
modern electroacoustic
modern folk rock
modern funk
modern hard rock
modern indie pop
modern jangle pop
modern jazz trio
modern old-time
modern power pop
modern progressive rock
modern psychedelic folk
modern reggae
modern rock
modern ska punk
modern southern rock
modern swing
modular synth
mollywood
monterrey indie
montreal indie
moombahton
moroccan pop
motivation
motown
mpb
multidisciplinary
munich electronic
munich indie
musica aragonesa
musica catalana
musica portuguesa contemporanea
musique mandingue
musique touareg
nantes indie
nashville americana
nashville hip hop
nashville indie
nashville singer-songwriter
nashville sound
native american
native american contemporary
native american hip hop
nederpop
neo classical metal
neo mellow
neo metal
neo r&b
neo soul
neo-classical
neo-crust
neo-kraut
neo-progressive
neo-psicodelia brasileira
neo-psychedelic
neo-rockabilly
neo-singer-songwriter
neo-synthpop
neo-trad metal
neo-trad prog
neo-traditional bluegrass
neo-traditional country
neoclassical darkwave
neofolk
neon pop punk
neue deutsche harte
new age
new americana
new delhi indie
new england americana
new england emo
new england metal
new french touch
new isolationism
new jack swing
new jersey hardcore
new jersey indie
new jersey punk
new jersey rap
new orleans blues
new orleans funk
new orleans jazz
new orleans rap
new rave
new romantic
new tribe
new wave
new wave of glam metal
new wave of speed metal
new wave of thrash metal
new wave pop
new weird america
new york drill
newcastle indie
newcastle nsw indie
ngoni
nigerian hip hop
nigerian pop
nightrun
ninja
nintendocore
no wave
noise pop
noise punk
noise rock
nordic ambient
nordic folk
nordic folk metal
nordic post-rock
nordic soundtrack
norman ok indie
north carolina hip hop
north carolina indie
north carolina metal
north carolina roots
north east england indie
northern irish indie
northern irish punk
northern soul
norwegian alternative rock
norwegian americana
norwegian black metal
norwegian blues
norwegian contemporary jazz
norwegian death metal
norwegian doom metal
norwegian experimental
norwegian hardcore
norwegian indie
norwegian metal
norwegian pop
norwegian prog
norwegian psychedelic
norwegian rock
norwegian singer-songwriter
nottingham indie
nouvelle chanson francaise
nova mpb
nova musica paulista
novelty
nu age
nu disco
nu gaze
nu jazz
nu metal
nu-metalcore
nuevo flamenco
nwobhm
nwocr
nwothm
ny roots
nyc metal
nyc pop
nyc rap
nyhc
nz electronic
nz folk
nz hardcore
nz indie
nz metal
nz pop
nz singer-songwriter
oakland hip hop
oakland indie
oaxaca indie
oc indie
oc rap
ohio hip hop
ohio indie
oi
ok indie
okc indie
oklahoma country
oktoberfest
old school dancehall
old school hip hop
old school nederhop
old school thrash
old school uk hip hop
old-time
olympia wa indie
omaha indie
one-person band
ontario indie
opera metal
opm
orebro indie
organic electronic
organic house
orgcore
oriental metal
oshare kei
otacore
ottawa indie
oulu metal
outlaw country
outsider
outsider house
oxford indie
p funk
pagan black metal
pagode baiano
paisley underground
pakistani rock
palestinian pop
palm desert scene
panamanian pop
parody
partyschlager
pei indie
pennsylvania hardcore
permanent wave
persian pop
perth indie
peruvian indie
philly drill
philly indie
philly rap
philly soul
phoenix indie
piano blues
piano rock
piedmont blues
pinoy r&b
pirate
pittsburgh indie
pittsburgh metal
pittsburgh rap
pittsburgh rock
pixie
plugg
poetry
polish alternative
polish black metal
polish death metal
polish electronica
polish metal
polish post-punk
polish post-rock
polish prog
polish psychedelia
polish techno
polish thrash metal
political hip hop
pop
pop ambient
pop argentino
pop dance
pop edm
pop electronico
pop emo
pop flamenco
pop folk
pop house
pop lgbtq+ brasileira
pop nacional
pop punk
pop quebecois
pop r&b
pop rap
pop rock
pop romantico
pop soul
pop violin
popgaze
popping
popwave
pornogrind
portland hip hop
portland indie
portland metal
portland punk
portsmouth indie
portuguese black metal
portuguese indie
portuguese metal
portuguese rock
post-black metal
post-disco
post-doom metal
post-grunge
post-hardcore
post-metal
post-minimalism
post-post-hardcore
post-punk
post-punk mexicano
post-rock
post-rock latinoamericano
post-screamo
post-teen pop
power blues-rock
power metal
power pop
power thrash
pre-war blues
prepared piano
prog metal
progressive alternative
progressive black metal
progressive bluegrass
progressive death metal
progressive deathcore
progressive doom
progressive electro house
progressive groove metal
progressive house
progressive jazz fusion
progressive metal
progressive metalcore
progressive post-hardcore
progressive power metal
progressive rock
progressive sludge
progressive thrash
progressive trance
proto-techno
protopunk
psicodelia brasileira
psicodelia mexicana
psych gaze
psychedelic blues-rock
psychedelic doom
psychedelic folk
psychedelic hip hop
psychedelic jazz fusion
psychedelic pop
psychedelic punk
psychedelic rock
psychedelic soul
psychedelic space rock
psychobilly
pub rock
puerto rican pop
pune indie
punk
punk 'n' roll
punk blues
punk catala
purple sound
quebec death metal
quebec indie
queens hip hop
queer country
queercore
quiet storm
r&b
r&b argentino
r&b brasileiro
r&b italiano
raga rock
ragga jungle
rap
rap belge
rap calme
rap conciencia
rap conscient
rap dominicano
rap latina
rap metal
rap metalcore
rap montrealais
rap rock
rap tunisien
rave
raw black metal
raw techno
reading indie
rebel blues
red dirt
redneck
reggae
reggae en espanol
reggae fusion
reggae rock
reggaeton
reggaeton chileno
reggaeton colombiano
reggaeton flow
retro metal
retro soul
rhode island indie
rhode island rap
rhythm and blues
riddim
rif
riot grrrl
rochester ny indie
rock
rock alternatif francais
rock andaluz
rock baiano
rock catala
rock cristiano
rock drums
rock en espanol
rock in opposition
rock independant francais
rock keyboard
rock nacional
rock nacional feminino
rock of gibraltar
rock progresivo mexicano
rock progressif francais
rock quebecois
rock steady
rock-and-roll
rockabilly
rogaland musikk
romanian black metal
romanian metal
rome indie
roots americana
roots reggae
roots rock
rumba
rune folk
russian alt pop
russian dance pop
russian electronic
russian emo
russian hip hop
russian indie
russian indie rock
russian metal
russian metalcore
russian nu metal
russian pop
russian post-punk
russian post-rock
russian rock
russian shoegaze
russian synthpop
russian trap
rva indie
sacramento hip hop
sacramento indie
sacred steel
sad rap
samba-jazz
san diego indie
san diego rap
san marcos tx indie
sarod
saskatchewan indie
scam rap
scandinavian r&b
scandipop
schlager
sci-fi metal
scorecore
scottish electronic
scottish indie
scottish indie rock
scottish metal
scottish new wave
scottish rock
scottish singer-songwriter
scratch
scream rap
screamo
screamocore
seattle hip hop
seattle indie
seattle metal
sefardi
sevilla indie
shamisen
sheffield indie
shibuya-kei
shimmer pop
shimmer psych
shiver pop
shoegaze
shoegaze chileno
show tunes
shred
sinaloa indie
singaporean hip hop
singaporean mandopop
singaporean pop
singaporean singer-songwriter
singer-songwriter
sitar
ska
ska mexicano
ska punk
ska revival
skate punk
skramz
slam death metal
slam poetry
slamming deathcore
slap house
slavic folk metal
slavic metal
slayer
slc indie
sleaze rock
slovak electronic
slovenian metal
slow game
slowcore
sludge metal
sludgecore
small room
socal indie
socal pop punk
social media pop
soft rock
sophisti-pop
soul
soul blues
soul flow
soul jazz
sound art
soundtrack
south african alternative
south african electronic
south african house
south african metal
south african modern jazz
south african pop
south african pop dance
south african rock
south african trap
south asian metal
south carolina hip hop
south carolina indie
south dakota indie
southampton indie
southeast asian post-rock
southern americana
southern hip hop
southern metal
southern rock
southern soul
southern soul blues
sovietwave
space rock
spacewave
spanish blues
spanish classical
spanish folk metal
spanish folk rock
spanish indie pop
spanish metal
spanish modern rock
spanish noise pop
spanish pop
spanish post-punk
spanish post-rock
spanish progressive rock
speed garage
speed metal
spiritual hip hop
spiritual jazz
spirituals
st louis rap
st petersburg fl indie
stateside dnb
steel guitar
stl indie
stockholm indie
stomp and flutter
stomp and holler
stomp and whittle
stomp pop
stoner metal
stoner rock
straight edge
straight-ahead jazz
stride
string band
sudanese pop
sufi
sunnlensk tonlist
sunshine pop
suomi rock
supergroup
surf music
surf punk
svensk indie
svensk progg
swamp blues
swamp pop
swamp rock
swancore
swansea indie
swazi pop
swedish alternative rock
swedish americana
swedish black metal
swedish blues
swedish country
swedish dancehall
swedish death metal
swedish doom metal
swedish electronic
swedish electropop
swedish garage rock
swedish hard rock
swedish hardcore
swedish heavy metal
swedish hip hop
swedish idol pop
swedish indie folk
swedish indie pop
swedish indie rock
swedish jazz
swedish melodeath
swedish melodic rock
swedish metal
swedish metalcore
swedish pop
swedish pop rap
swedish post-hardcore
swedish power metal
swedish prog
swedish progressive metal
swedish psychedelic rock
swedish rockabilly
swedish singer-songwriter
swedish stoner rock
swedish synth
swedish synthpop
swedish trap pop
swing
swing revival
swiss alternative rock
swiss black metal
swiss indie
swiss metal
swiss pop
swiss rock
sydney indie
symphonic black metal
symphonic death metal
symphonic melodic death metal
symphonic metal
symphonic power metal
symphonic rock
synth funk
synth punk
synthesizer
synthpop
synthwave
synthwave brasileiro
taiwan indie
talent show
tamil indie
tamil pop
tampa indie
tanzanian pop
tassie indie
tech house
technical black metal
technical death metal
technical deathcore
technical groove metal
technical melodic death metal
technical thrash
techno
teen pop
telugu indie
tempe indie
tennessee hip hop
tennessee metal
texas blues
texas country
texas hardcore
texas metal
texas pop punk
texas punk
thai folk
thai indie pop
thai indie rock
thall
thrash core
thrash metal
tibetan mantra
tijuana electronic
tijuana indie
tolkien metal
torch song
toronto indie
toronto rap
traditional blues
traditional folk
traditional rockabilly
traditional southern folk
trance
trancecore
transpop
trap
trap chileno
trap funk
trap italiana
trap latino
