Genres
"['alternative dance', 'dance-punk', 'indie rock', 'modern rock', 'new rave']"
"['alternative dance', 'dance-punk', 'indie rock', 'modern rock', 'new rave', 'rock']"
"['indie soul', 'uk contemporary r&b']"
"['alternative rock', 'art rock', 'experimental', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'punk', 'uk post-punk']"
['art pop']
['roots americana']
['heavy psych']
"['brighton indie', 'modern alternative rock', 'modern rock', 'newcastle indie']"
"['chill r&b', 'indie pop', 'indie r&b', 'modern indie pop']"
"['funk', 'soul', 'southern soul']"
"['alternative dance', 'big beat', 'breakbeat', 'electronica', 'new rave', 'rave']"
"['deep house', 'indie jazz', 'indie soul', 'uk contemporary jazz']"
"['alternative rock', 'anti-folk', 'art rock', 'boston rock', 'folk rock', 'new wave', 'psychedelic rock', 'punk', 'punk blues']"
"['bow pop', 'classify']"
"['art pop', 'british folk', 'british singer-songwriter', 'chamber pop', 'indie folk', 'indie pop', 'new americana', 'singer-songwriter', 'stomp and holler']"
"['australian indie', 'australian psych', 'double drumming', 'neo-psychedelic']"
"['drill and bass', 'electronica', 'intelligent dance music', 'microhouse', 'ninja', 'uk experimental electronic', 'wonky']"
"['blues rock', 'classic garage rock', 'detroit rock', 'garage rock', 'protopunk', 'pub rock', 'punk', 'punk blues']"
['neo-psychedelic']
"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']"
"['alternative country', 'deep new americana', 'new americana', 'roots americana']"
"['garage rock', 'modern alternative rock', 'modern rock', 'rock', 'scottish rock']"
"['ambient', 'art rock', 'compositional ambient', 'fourth world']"
"['art pop', 'indie folk', 'indie pop', 'indie rock', 'sydney indie']"
"['pub rock', 'punk']"
"['alternative dance', 'alternative rock', 'canadian rock', 'dance-punk', 'garage rock', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'new rave', 'rock']"
"['classic canadian rock', 'new wave', 'new wave pop']"
"['dance pop', 'electropop', 'gauze pop', 'pop', 'post-teen pop', 'tropical house']"
"['action rock', 'la indie']"
"['irish indie rock', 'limerick indie']"
"['alternative dance', 'big beat', 'dance-punk', 'electro house', 'electronica', 'indietronica', 'new rave']"
"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
"['compositional ambient', 'neo-classical', 'new tribe']"
['indie r&b']
['austin singer-songwriter']
"['bubblegrunge', 'indie punk', 'indie rock']"
"['freak folk', 'indie folk', 'indie rock', 'modern folk rock', 'neo-psychedelic', 'philly indie']"
"['filter house', 'french indie pop', 'french indietronica', 'new french touch']"
"['chillwave', 'indie rock', 'indie soul', 'kiwi rock', 'neo-psychedelic', 'new rave', 'portland hip hop', 'psychedelic pop']"
"['alternative rock', 'art rock', 'dream pop', 'indie rock', 'modern rock', 'noise pop', 'noise rock', 'post-punk', 'rock']"
"['deconstructed club', 'dream trance', 'escape room', 'hyperpop']"
"['album rock', 'alternative rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']"
['black punk']
"['bow pop', 'compositional ambient', 'neo-classical']"
"['shimmer pop', 'stomp and holler']"
"['epicore', 'scorecore', 'soundtrack', 'video game music']"
['australian indie rock']
"['canadian indie', 'toronto indie']"
"['dance-punk', 'modern rock']"
"['indie pop', 'indie rock', 'la indie']"
"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock']"
"['african-american classical', 'indie jazz']"
"['blues', 'blues rock', 'country blues', 'country rock', 'electric blues', 'modern blues', 'piedmont blues', 'traditional blues']"
"['alternative rock', 'art rock', 'dream pop', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'punk', 'rock']"
"['alternative rock', 'anti-folk', 'dream pop', 'freak folk', 'idaho indie', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'stomp and holler']"
"['indie poptimism', 'modern rock', 'pop']"
"['alternative rock', 'art rock', 'experimental', 'experimental rock', 'hardcore punk', 'post-hardcore', 'post-punk', 'punk']"
"['british invasion', 'classic garage rock', 'freakbeat', 'protopunk', 'psychedelic rock']"
"['alternative pop rock', 'modern alternative rock', 'modern rock', 'rock']"
"['art pop', 'brooklyn indie', 'chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'small room']"
"['art pop', 'bubblegrunge', 'eugene indie', 'indie pop', 'indie rock', 'philly indie']"
"['deep house', 'disco house', 'electronica', 'float house', 'indie soul']"
['south carolina indie']
"['new wave', 'permanent wave', 'rock', 'uk post-punk']"
"['folk-pop', 'indie folk', 'new americana', 'uk americana']"
"['german pop', 'neo soul']"
"['alternative dance', 'bitpop', 'dance-punk', 'digital hardcore', 'electronica', 'indietronica', 'neo-synthpop', 'new rave', 'nintendocore', 'nu gaze']"
"['canadian indie', 'indie quebecois', 'piano rock', 'quebec indie', 'stomp and holler']"
"['alternative rock', 'dance-punk', 'freak folk', 'indie pop', 'indie rock', 'modern rock', 'stomp and holler']"
"['alternative americana', 'gothic americana', 'queer country']"
"['alternative rock', 'art pop', 'art punk', 'art rock', 'beatlesque', 'jangle pop', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'power pop', 'pub rock', 'zolo']"
"['anthem emo', 'modern rock', 'pixie', 'pop emo', 'pop punk']"
"['art punk', 'art rock', 'folk rock', 'permanent wave', 'protopunk', 'rock']"
"['brighton indie', 'modern alternative rock']"
"['british singer-songwriter', 'cambridgeshire indie', 'indie folk', 'indie soul']"
"['modern alternative rock', 'uk contemporary r&b']"
"['alternative r&b', 'canadian contemporary r&b', 'indie r&b', 'indie soul', 'neo soul']"
"['ambient', 'compositional ambient', 'neo-classical', 'nu age']"
['modern dream pop']
"['art pop', 'chamber pop', 'dream pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'new americana', 'new jersey indie', 'stomp and holler']"
"['australian garage punk', 'australian indie', 'melbourne indie']"
"['brooklyn indie', 'indie punk']"
['virginia indie']
"['bubblegrunge', 'diy emo', 'indie punk', 'indie rock', 'seattle indie']"
"['art pop', 'deconstructed club', 'escape room', 'experimental pop', 'hyperpop']"
"['album rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter']"
"['alternative rock', 'art rock', 'dream pop', 'noise pop', 'nu gaze', 'rock', 'shoegaze']"
"['alt z', 'canadian pop', 'pop', 'social media pop']"
['scottish indie rock']
"['classic garage rock', 'folk rock', 'freakbeat', 'psychedelic rock']"
['outsider']
"['mod revival', 'new wave', 'new wave pop', 'northern irish punk', 'post-punk', 'pub rock', 'punk']"
"['indie pop', 'modern alternative rock', 'modern rock', 'nashville indie', 'pop']"
"['album rock', 'classic rock', 'country rock', 'rock', 'roots rock', 'southern rock', 'swamp rock']"
['bmore']
"['indie poptimism', 'la indie', 'modern alternative rock', 'modern rock', 'rock']"
"['modern blues rock', 'neo soul']"
"['art rock', 'dance rock', 'madchester', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'rock', 'synthpop', 'uk post-punk']"
"['canadian americana', 'canadian contemporary country', 'new americana', 'outlaw country', 'saskatchewan indie']"
"['dance rock', 'modern rock', 'permanent wave', 'rock']"
['reggae rock']
"['alternative country', 'freak folk', 'garage psych', 'indie folk', 'indie rock', 'neo-psychedelic', 'stomp and holler']"
"['garage rock', 'modern blues rock']"
['brighton indie']
['chamber psych']
"['english indie rock', 'essex indie']"
['modern power pop']
"['indie garage rock', 'neo-psychedelic']"
"['alternative dance', 'dance rock', 'dance-punk', 'electronica', 'electropop', 'indie rock', 'indietronica', 'modern rock', 'neo-synthpop', 'new rave']"
"['canadian contemporary r&b', 'future bass', 'synth funk']"
"['australian r&b', 'neo r&b']"
"['alternative dance', 'alternative rock', 'baroque pop', 'canadian indie', 'dance-punk', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'permanent wave', 'quebec indie', 'rock']"
"['alternative rock', 'dance-punk', 'experimental', 'garage psych', 'garage punk', 'gbvfi', 'grunge', 'hardcore punk', 'indie punk', 'lo-fi', 'portland punk', 'post-hardcore', 'post-punk', 'punk', 'punk blues']"
"['ambient folk', 'art pop', 'chamber pop', 'chamber psych', 'indie folk']"
"['alternative metal', 'alternative rock', 'grunge', 'pop rock', 'rap rock', 'rock']"
"['dance-punk', 'metropopolis', 'swedish alternative rock', 'swedish indie rock']"
"['indie poptimism', 'indiecoustica', 'modern alternative rock', 'modern rock', 'stomp and holler']"
"['art rock', 'experimental', 'experimental rock', 'post-punk', 'psychedelic rock', 'zolo']"
"['hip hop quebecois', 'indie quebecois', 'montreal indie']"
['surf music']
"['bass music', 'classic dubstep']"
['acoustic pop']
"['alternative rock', 'art punk', 'art rock', 'dance rock', 'dance-punk', 'experimental', 'funk rock', 'new wave', 'post-hardcore', 'post-punk', 'punk', 'uk post-punk']"
"['bubblegrunge', 'small room']"
"['australian garage punk', 'australian indie', 'indie surf']"
"['minnesota hip hop', 'pop punk', 'pop rap']"
['toronto rap']
"['art rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'scottish new wave', 'soft rock', 'synthpop']"
"['britpop', 'modern rock', 'permanent wave', 'rock']"
"['modern southern rock', 'outlaw country', 'texas country']"
"['alternative rock', 'anti-folk', 'indie rock', 'modern rock', 'permanent wave', 'rock']"
['nashville singer-songwriter']
"['alternative dance', 'art pop', 'chamber psych', 'chillwave', 'electra', 'electronica', 'electropop', 'experimental pop', 'microhouse', 'new rave']"
"['chicago indie', 'metropopolis', 'shimmer pop']"
"['alternative rock', 'dance-punk', 'modern rock', 'rock']"
"['australian indie', 'australian pop', 'indie pop', 'sydney indie']"
"['alternative rock', 'melancholia']"
"['chamber psych', 'indie rock', 'irish indie rock', 'modern alternative rock', 'modern rock']"
"['dance pop', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'progressive electro house', 'progressive house', 'tropical house']"
"['modern alternative rock', 'modern blues rock', 'modern hard rock', 'modern rock', 'rock']"
"['electronica', 'hamburg electronic', 'microhouse', 'minimal techno', 'new french touch', 'organic electronic', 'pop ambient']"
"['alternative metal', 'alternative rock', 'blues rock', 'funk metal', 'funk rock', 'grunge', 'hard rock', 'nu metal', 'permanent wave', 'rap rock', 'rock']"
"['chanson', 'french pop', 'ye ye']"
"['hip hop', 'ohio hip hop', 'rap']"
"['anti-folk', 'indie folk', 'indie pop', 'indie rock']"
"['alternative dance', 'chamber psych', 'dance-punk', 'electronic rock', 'electronica', 'indie rock', 'modern rock', 'new rave', 'shimmer pop']"
"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']"
['belgian indie']
"['modern rock', 'rock']"
"['alternative pop', 'alternative rock', 'boston rock', 'lilith', 'pop rock', 'power pop']"
"['pub rock', 'punk', 'scottish new wave', 'zolo']"
"['alternative r&b', 'canadian contemporary r&b', 'indie r&b', 'trap soul']"
"['alternative americana', 'indie folk', 'kentucky roots', 'nashville singer-songwriter', 'new americana', 'outlaw country']"
"['alternative rock', 'britpop', 'dance-punk', 'garage rock', 'garage rock revival', 'indie rock', 'modern rock', 'rock']"
['oakland indie']
"['australian indie', 'indie pop', 'indie rock', 'melbourne indie']"
"['chicago indie', 'funk']"
"['art punk', 'art rock', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']"
"['indie folk', 'indie pop']"
"['ambient', 'art pop', 'chamber psych', 'compositional ambient', 'drift', 'drone', 'electronica', 'neo-classical', 'post-rock']"
"['compositional ambient', 'modern cello']"
['korean dream pop']
['breaks']
"['bubblegum pop', 'chicano punk', 'classic garage rock', 'detroit rock', 'freakbeat', 'protopunk', 'psychedelic rock']"
"['bubblegrunge', 'indie pop', 'indie punk', 'indie rock', 'small room']"
"['alternative rock', 'art rock', 'dream pop', 'gothic rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'punk', 'uk post-punk']"
"['classic progressive house', 'swedish electronic', 'trance']"
"['bass music', 'canadian electronic', 'electronica', 'escape room', 'float house', 'future garage', 'microhouse', 'wonky']"
['experimental club']
"['emo', 'modern power pop', 'modern rock', 'pop punk', 'pop rock', 'rock']"
['modern cello']
"['dutch indie', 'turkish psych']"
"['contemporary country', 'country', 'country dawn', 'country pop', 'kentucky roots', 'modern country rock']"
"['irish rock', 'permanent wave', 'rock']"
"['contemporary country', 'country', 'country road']"
"['brill building pop', 'classic girl group']"
"['australian r&b', 'indie jazz', 'indie soul', 'neo soul', 'shiver pop']"
"['acoustic punk', 'alternative rock', 'punk', 'rock']"
['alte']
"['dunedin indie', 'indie folk', 'nz folk', 'nz indie', 'nz pop', 'nz singer-songwriter']"
['power pop']
"['brighton indie', 'garage rock', 'modern alternative rock', 'modern blues rock', 'modern hard rock', 'modern rock', 'rock']"
"['abstract idm', 'ambient', 'compositional ambient', 'drift', 'neo-classical']"
"['mod revival', 'post-punk', 'power pop', 'protopunk', 'pub rock', 'punk']"
['chillhop']
"['celtic rock', 'irish rock']"
"['alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock']"
"['dc indie', 'garage psych']"
"['alternative dance', 'alternative rock', 'chamber psych', 'dance-punk', 'deep gothic post-punk', 'dream pop', 'electronica', 'essex indie', 'garage rock', 'grave wave', 'indie rock', 'modern alternative rock', 'modern rock', 'new rave', 'nu gaze', 'shoegaze']"
['neo-classical']
"['emo rap', 'glitchcore']"
"['escape room', 'hyperpop', 'japanese electropop']"
"['bossa nova', 'brazilian indie', 'brazilian rock', 'mpb', 'psicodelia brasileira', 'psychedelic rock', 'tropicalia']"
['indie rock']
"['alternative dance', 'alternative rock', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'rock']"
['multidisciplinary']
"['austin americana', 'bubblegrunge', 'chamber pop', 'chamber psych', 'garage psych', 'indie folk']"
"['funk', 'soul']"
"['art pop', 'chamber psych', 'garage psych', 'modern alternative rock']"
"['swiss alternative rock', 'swiss indie', 'swiss pop']"
['alternative hip hop']
"['alternative rock', 'art rock', 'madchester', 'new wave', 'post-punk', 'rock', 'uk post-punk']"
"['modern alternative rock', 'modern rock', 'neon pop punk', 'pop emo', 'pop punk', 'pop rock', 'post-teen pop', 'tempe indie']"
"['australian garage punk', 'australian indie']"
"['indie rock', 'modern rock']"
['british soul']
['swedish indie pop']
['modern rock']
"['australian r&b', 'indie jazz']"
"['alt z', 'modern alternative rock', 'traprun']"
['melbourne indie']
"['nashville americana', 'nashville singer-songwriter']"
"['alternative rock', 'britpop', 'madchester', 'modern rock', 'permanent wave', 'pop rock', 'rock']"
"['alternative dance', 'canadian indie', 'canadian rock', 'dance-punk', 'electropop', 'indie pop', 'indie rock', 'indietronica', 'metropopolis', 'modern rock', 'neo-synthpop', 'shimmer pop']"
['indie jazz']
['la pop']
"['swedish garage rock', 'swedish indie rock', 'umea indie']"
['la indie']
"['breaks', 'experimental house', 'float house']"
"['bluegrass', 'deep new americana', 'folk', 'indie folk', 'lilith', 'new americana', 'progressive bluegrass', 'stomp and holler']"
"['alternative rock', 'anti-folk', 'art rock', 'dream pop', 'freak folk', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'new wave', 'rock']"
"['c86', 'candy pop']"
"['japanese edm', 'japanese house']"
"['alternative rock', 'art rock', 'new wave', 'noise pop', 'nu gaze', 'post-punk', 'punk', 'rock', 'scottish indie', 'shoegaze', 'uk post-punk']"
"['alternative r&b', 'canadian contemporary r&b', 'chill r&b', 'indie r&b']"
"['alt z', 'electropop', 'escape room', 'indie electropop', 'indie pop', 'uk pop']"
"['birmingham indie', 'modern hard rock']"
['alternative americana']
"['abstract beats', 'alternative hip hop', 'alternative r&b', 'chillhop', 'indie jazz', 'indie soul', 'synth funk', 'vapor twitch', 'wonky']"
"['alternative rock', 'art punk', 'lo-fi', 'madchester', 'post-punk', 'punk', 'punk blues', 'uk post-punk']"
"['float house', 'lo-fi house']"
"['alt z', 'electropop', 'indie poptimism', 'modern indie pop', 'pop', 'social media pop']"
"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']"
"['double drumming', 'indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop', 'pop rock', 'stomp and holler']"
"['alternative rock', 'athens indie', 'classic rock', 'permanent wave', 'pop rock', 'rock']"
"['alternative rock', 'grunge', 'punk', 'riot grrrl', 'rock']"
"['australian dance', 'electropop']"
"['art pop', 'indie folk', 'indie quebecois', 'indie rock']"
"['indie punk', 'modern alternative rock']"
"['electronica', 'filter house', 'new rave']"
"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'pop rock', 'rock']"
"['art pop', 'brighton indie', 'bubblegrunge', 'chamber psych', 'english indie rock', 'garage psych', 'indie rock', 'uk post-punk revival']"
['irish indie rock']
"['contemporary country', 'outlaw country']"
"['alternative dance', 'dance-punk', 'new rave', 'queercore', 'riot grrrl']"
"['alternative pop', 'alternative rock', 'gbvfi', 'power pop']"
"['canadian indie', 'modern alternative rock']"
"['australian alternative rock', 'perth indie']"
"['alternative r&b', 'chill r&b', 'indie r&b', 'indie soul', 'uk contemporary r&b']"
"['alternative emo', 'canadian indie', 'canadian pop punk', 'canadian punk', 'indie punk', 'modern rock', 'toronto indie']"
"['bedroom pop', 'bubblegrunge', 'indie pop']"
"['indie garage rock', 'neo-psychedelic', 'tulsa indie', 'vapor soul']"
"['art rock', 'glam rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'protopunk', 'pub rock', 'punk', 'rock', 'ska', 'synthpop', 'zolo']"
"['alternative dance', 'indie rock', 'indietronica', 'modern rock', 'rock']"
"['alternative rock', 'dance rock', 'dance-punk', 'indie rock', 'modern rock', 'new rave', 'rock', 'scottish rock']"
"['austin rock', 'austindie', 'freak folk', 'funk', 'indie rock', 'modern blues rock', 'neo-psychedelic']"
"['british folk', 'folk', 'folk rock', 'psychedelic folk']"
['rhode island indie']
"['deep new americana', 'indie folk', 'nashville americana', 'new americana']"
['scottish indie']
"['ambient folk', 'art pop', 'indie folk', 'indie pop', 'indie rock']"
"['glitchcore', 'hyperpop']"
"['alternative dance', 'indie pop', 'indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'new rave', 'rock', 'shimmer pop']"
['bow pop']
"['compositional ambient', 'electronica', 'neo-classical', 'neoclassical darkwave']"
['midwest americana']
"['country', 'country rock', 'nashville sound']"
"['japanese jazz fusion', 'japanese r&b']"
"['australian post-punk', 'garage psych', 'melbourne indie']"
"['la indie', 'modern alternative rock', 'modern rock', 'nu-metalcore']"
"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'glam rock', 'melancholia', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'sophisti-pop']"
"['indie rock', 'modern alternative rock', 'modern rock', 'rock']"
"['english indie rock', 'isle of wight indie']"
"['alternative rock', 'britpop', 'modern rock', 'permanent wave', 'pop rock', 'rock', 'welsh rock']"
"['alt z', 'indie electropop', 'indie poptimism', 'pop']"
"['art pop', 'chamber pop', 'chamber psych', 'freak folk', 'indie folk', 'indie rock']"
"['britpop', 'dance-punk', 'indie rock', 'modern alternative rock', 'modern rock', 'new rave', 'newcastle indie', 'rock']"
"['alternative r&b', 'canadian hip hop', 'indie r&b']"
"['indie pop', 'indie rock', 'modern rock', 'pop rock', 'washington indie']"
['australian indie']
"['canadian indie', 'canadian pop', 'chamber pop', 'indie pop', 'indie rock']"
"['deep new americana', 'indie folk', 'indie pop', 'new americana', 'stomp and holler']"
"['hopebeat', 'michigan indie']"
"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']"
"['ambient folk', 'art pop', 'chamber pop', 'dunedin indie', 'freak folk', 'indie folk', 'nz folk', 'nz pop', 'nz singer-songwriter']"
['asbury park indie']
"['indie r&b', 'indie soul']"
"['britpop', 'chamber psych', 'indie rock', 'modern rock', 'rock']"
"['electropop', 'pop', 'pop dance', 'pop rap']"
"['hardcore punk', 'northern irish punk', 'oi', 'pub rock', 'punk', 'ska']"
"['bay area indie', 'funk', 'modern blues', 'modern blues rock']"
"['bow pop', 'compositional ambient', 'icelandic classical', 'neo-classical', 'neoclassical darkwave']"
"['canadian house', 'experimental house']"
"['alternative rock', 'art rock', 'boston rock', 'modern rock', 'permanent wave', 'rock']"
"['chamber psych', 'freak folk', 'garage psych', 'neo-kraut', 'neo-psychedelic', 'nu gaze', 'space rock']"
"['house', 'latin tech house']"
"['alternative r&b', 'canadian contemporary r&b', 'chill r&b', 'indie r&b', 'montreal indie']"
['psychedelic rock']
"['bubblegrunge', 'chicago indie', 'indie garage rock', 'indie pop', 'indie rock']"
"['grunge revival', 'irish indie rock', 'modern alternative rock', 'post-grunge']"
"['indie poptimism', 'indie rock', 'modern alternative rock', 'modern rock', 'nyc pop', 'vapor soul']"
"['english indie rock', 'kent indie', 'modern alternative rock', 'modern rock']"
"['canadian americana', 'folk', 'indie folk']"
"['indie poptimism', 'modern alternative rock']"
['synthpop']
"['alternative r&b', 'chill r&b', 'indie r&b']"
"['contemporary country', 'country', 'country road', 'modern country rock']"
"['alternative dance', 'dance-punk', 'electronica', 'filter house', 'new rave']"
"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house', 'vapor soul', 'vapor twitch']"
"['bubblegum pop', 'classic garage rock', 'folk rock', 'merseybeat', 'rock-and-roll']"
"['art pop', 'art rock', 'experimental', 'folk rock', 'melancholia', 'post-punk']"
['toronto indie']
"['alternative country', 'modern old-time', 'roots americana']"
"['gauze pop', 'indietronica', 'shiver pop']"
['bubblegrunge']
"['alternative rock', 'australian psych', 'garage rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'rock']"
['modern indie pop']
"['alternative rock', 'britpop', 'indie rock', 'scottish indie']"
"['norwegian prog', 'norwegian rock']"
"['alternative dance', 'alternative rock', 'dance rock', 'dance-punk', 'electronic rock', 'electronica', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'rock']"
"['afrofuturism', 'british soul', 'neo soul']"
['irish electronic']
"['irish singer-songwriter', 'modern rock', 'pop']"
"['brighton indie', 'english indie rock', 'modern alternative rock', 'modern rock']"
"['indie pop', 'indie rock', 'indie singer-songwriter', 'maine indie']"
"['big beat', 'britpop', 'dance rock', 'madchester', 'new wave']"
"['baroque pop', 'indie rock', 'modern rock']"
"['deep house', 'electronica', 'float house', 'future garage', 'indie soul', 'jazz house', 'nz electronic']"
"['acid rock', 'album rock', 'blues rock', 'classic rock', 'psychedelic rock', 'rock']"
"['art pop', 'indie pop', 'indie rock', 'indie surf', 'vermont indie']"
"['britpop', 'madchester', 'mod revival', 'modern rock']"
"['dublin indie', 'modern alternative rock', 'modern rock']"
"['bubblegrunge', 'canadian indie', 'indie rock', 'quebec indie']"
['dance-punk']
"['cello', 'lexington ky indie', 'progressive bluegrass', 'stomp and holler']"
['manitoba indie']
"['ambient house', 'bass music', 'deep house', 'electronica', 'float house', 'microhouse', 'outsider house', 'uk house']"
['turkish alt pop']
"['deep new americana', 'indie cafe pop', 'indie pop']"
"['polish techno', 'raw techno']"
['modern alternative rock']
['new orleans jazz']
"['art rock', 'beatlesque', 'classic uk pop', 'new romantic', 'new wave', 'new wave pop', 'power pop', 'pub rock', 'rock', 'sophisti-pop']"
['uk pop']
['surf punk']
"['indie folk', 'minneapolis indie']"
['baroque pop']
"['alternative r&b', 'chicago rap', 'escape room', 'hip hop', 'indie soul', 'neo soul', 'underground hip hop']"
"['indie electropop', 'indie poptimism']"
"['alternative dance', 'dance-punk', 'electroclash', 'electronica', 'new rave']"
"['alternative r&b', 'bedroom pop', 'indie pop', 'indie r&b']"
"['art pop', 'brooklyn indie', 'chamber pop']"
"['chamber psych', 'garage psych', 'indie rock', 'modern alternative rock', 'modern rock']"
"['alternative dance', 'alternative rock', 'dance-punk', 'indie rock', 'modern rock', 'new rave', 'rock']"
"['alternative rock', 'grunge', 'permanent wave', 'rock']"
